sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,14,15,18,1,233,0.0,101.17361392148926,164.42589507031565
post login,3000,31,31,39,4,251,0.0,101.07816711590297,349.59818796327494
ajax post search,3000,13,12,19,2,200,0.0,101.10882680057968,225.34136077735837
get view hotel,3000,15,15,19,2,230,0.0,101.10541925047183,262.45841249747235
post book hotel,3000,33,30,48,7,259,0.0,101.05773765411305,963.7000080004042
ajax post cc number,3000,13,13,19,1,230,0.0,101.11564258990866,133.22677131433483
ajax post cc name,3000,14,15,18,1,234,0.0,101.10541925047183,135.48422386846184
post booking details,3000,29,30,34,3,250,0.0,101.06114199090449,272.09528170793334
post confirm booking,3000,16,16,22,1,247,0.0,101.12586799703364,15.227146080529899
get confirm booking,3000,15,15,19,2,245,0.0,101.12245929821013,598.2608122029527
cancel booking,3000,27,28,34,4,262,0.0,101.07816711590297,548.2306056266847
get logout,3000,13,13,18,1,228,0.0,101.12927692566997,164.45259828501602
TOTAL,36000,19,16,32,1,262,0.0,1204.5773940975707,3805.5960305410563
