sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,500,1,2,3,1,13,0.0,41.428453061562685,66.5120867511807
post login,500,7,7,10,5,23,0.0,41.43531946631308,144.41665544460096
ajax post search,500,4,4,6,3,15,0.0,41.449059106358284,106.25369155682665
get view hotel,500,5,5,8,3,17,0.0,41.45936981757877,96.8869843490879
post book hotel,500,12,12,17,8,30,0.0,41.45593234391841,476.824190572921
ajax post cc number,500,3,3,5,2,17,0.0,41.50066401062417,59.61667652307437
ajax post cc name,500,3,3,4,2,15,0.0,41.50755437489624,60.31566495102109
post booking details,500,6,5,8,4,24,0.0,41.504108906781774,100.96360867850916
post confirm booking,500,3,3,4,2,18,0.0,41.52823920265781,10.747054090531563
get confirm booking,500,6,6,9,4,21,0.0,41.52479029980899,252.39286604102648
cancel booking,500,7,7,9,5,20,0.0,41.53168867846166,235.35975527452447
get logout,500,46,39,84,2,167,0.0,41.4868901427149,66.60590565881182
TOTAL,6000,9,5,15,1,167,0.0,494.11183397842376,1664.5311985300173
