sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,2000,14,1,202,10.827852972773504,0.0,72.6295529651015,118.03649975487527,1664.19
post login,2000,30,4,192,9.619521804642886,0.0,72.55577725376384,250.9374149736985,3541.55
ajax post search,2000,12,2,53,4.933457180314832,0.0,72.60845888546015,161.8225574060628,2282.19
get view hotel,2000,15,2,203,7.7968680250469795,0.0,72.6005517641934,188.46294989654422,2658.19
post book hotel,2000,29,7,215,11.548360879362919,0.0,72.56367462448299,691.9768385821058,9765.0
ajax post cc number,2000,13,1,58,5.341946063935875,0.0,72.60582298700356,95.66313507405795,1349.19
ajax post cc name,2000,14,1,175,6.117704144530039,0.0,72.60582298700356,97.2939299263051,1372.19
post booking details,2000,29,3,206,10.282031122302634,0.0,72.56104197656278,195.36210227478867,2757.0
post confirm booking,2000,15,1,202,9.907390726119566,0.0,72.6005517641934,10.931913160665022,154.19
get confirm booking,2000,15,3,202,9.495693431761579,0.0,72.59791643979818,429.5038783168173,6058.19
cancel booking,2000,27,4,215,9.309810833201718,0.0,72.57157371457599,393.615742588628,5554.0
get logout,2000,13,1,202,7.7714528242793826,0.0,72.61109497531223,118.0774113690822,1665.19
TOTAL,24000,19,1,215,11.260869631577084,0.0,864.2108674516583,2730.272670906701,3235.0891666666666
