sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,14,15,18,1,202,0.0,72.6295529651015,118.03649975487527
post login,2000,30,31,35,4,192,0.0,72.55577725376384,250.9374149736985
ajax post search,2000,12,12,16,2,53,0.0,72.60845888546015,161.8225574060628
get view hotel,2000,15,15,18,2,203,0.0,72.6005517641934,188.46294989654422
post book hotel,2000,29,29,33,7,215,0.0,72.56367462448299,691.9768385821058
ajax post cc number,2000,13,13,18,1,58,0.0,72.60582298700356,95.66313507405795
ajax post cc name,2000,14,15,18,1,175,0.0,72.60582298700356,97.2939299263051
post booking details,2000,29,30,33,3,206,0.0,72.56104197656278,195.36210227478867
post confirm booking,2000,15,16,20,1,202,0.0,72.6005517641934,10.931913160665022
get confirm booking,2000,15,15,18,3,202,0.0,72.59791643979818,429.5038783168173
cancel booking,2000,27,28,32,4,215,0.0,72.57157371457599,393.615742588628
get logout,2000,13,13,17,1,202,0.0,72.61109497531223,118.0774113690822
TOTAL,24000,19,16,31,1,215,0.0,864.2108674516583,2730.272670906701
