sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,57,2,1144,112.00662606590143,0.0,75.18278815369868,161.9390022852435,2205.6316666666667
post login,12000,151,4,1688,224.63092327836094,0.0,75.17713612699923,230.05429688234153,3133.607
ajax post search,12000,139,5,1586,215.03994406658433,0.0,75.17996203411917,306.72202101358255,4177.7535
get view hotel,12000,132,2,1777,211.20865339357283,0.0,75.1809040503712,212.14549707499293,2889.5235
post book hotel,12000,142,6,1690,211.7291245412238,0.0,75.17760709676611,486.5066595809161,6626.744833333333
ajax post cc number,12000,91,5,1509,133.78020504665997,0.0,75.18043303929431,54.67796784548541,744.7448333333333
ajax post cc name,12000,93,5,1536,137.35354319336227,0.0,75.1794910348457,48.877302469802906,665.7448333333333
post booking details,12000,98,5,1990,146.73936960134455,0.0,75.1794910348457,248.62928356685964,3386.5138333333334
post confirm booking,12000,247,6,2307,280.4502457097139,0.0,75.17996203411917,559.4819356647475,7620.508
cancel booking,12000,186,6,2219,252.53560946581538,0.0,75.18043303929431,496.0520728263457,6756.509666666667
get logout,12000,106,3,1382,148.28861844380447,0.0,75.18184609023075,168.31741437688345,2292.53525
TOTAL,132000,131,2,2307,201.93996409789764,0.0,826.1979870812678,2970.602558035323,3681.8015378787877
