sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,19,15,34,1,439,0.0,144.32791301837776,234.55963824809967
post login,12000,45,34,87,4,424,0.0,144.27932477276008,485.5478331048911
ajax post search,12000,23,16,45,2,397,0.0,144.2966739616652,321.594166356028
get view hotel,12000,25,18,49,2,438,0.0,144.2932037901015,374.5690931472753
post book hotel,12000,367,380,590,7,1031,0.0,144.24290505210774,1375.5194998377267
ajax post cc number,12000,16,13,28,1,436,0.0,144.26891726177595,168.52835560484743
ajax post cc name,12000,17,15,28,1,445,0.0,144.26718282258744,171.48493384748554
post booking details,12000,38,32,63,3,480,0.0,144.24290505210774,388.2162561753994
post confirm booking,12000,22,16,40,1,453,0.0,144.26718282258744,23.55471708604335
get confirm booking,12000,21,17,36,2,469,0.0,144.26718282258744,839.8477417677539
cancel booking,12000,48,35,95,5,481,0.0,144.25157474635765,768.7312923739
get logout,12000,20,15,39,1,457,0.0,144.27065174266926,234.60746735876504
TOTAL,144000,55,20,104,1,1031,0.0,1726.7429311461256,5372.9725384919775
