sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,37,30,64,2,428,0.0,199.96667222129645,263.43265705715714
post login,12000,29,18,68,2,390,0.0,199.95667605352173,498.97196753203474
ajax post search,12000,27,17,60,1,471,0.0,199.97000449932509,544.0961199570064
get view hotel,12000,25,16,53,1,336,0.0,199.96000799840033,447.21329171665667
post book hotel,12000,20,15,37,2,284,0.0,199.96000799840033,1150.0024213907218
ajax post cc number,12000,19,15,38,1,270,0.0,199.96667222129645,64.08892788701883
ajax post cc name,12000,19,15,37,1,275,0.0,199.95667605352173,62.13302222018563
post booking details,12000,21,16,40,2,274,0.0,199.96000799840033,525.3226698410318
post confirm booking,12000,35,20,83,2,590,0.0,199.96667222129645,1123.0921148558573
cancel booking,12000,31,19,71,2,649,0.0,199.97333688841488,979.9845697656979
get logout,12000,25,17,50,2,337,0.0,199.97000449932509,335.9242207418887
TOTAL,132000,26,17,55,1,649,0.0,2193.893662638988,5978.671863313776
