sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,12,13,17,1,41,0.0,100.4066469200261,194.51336506601737
post login,2000,16,16,20,2,191,0.0,100.33612602217428,317.8176187101791
ajax post search,2000,13,13,18,3,188,0.0,100.33109260559847,318.0417251931373
get view hotel,2000,14,14,18,2,183,0.0,100.32605969400551,260.9810007524455
post book hotel,2000,16,16,20,3,199,0.0,100.32605969400551,607.9328128918987
ajax post cc number,2000,12,13,17,2,186,0.0,100.34115994380895,60.55745785671283
ajax post cc name,2000,14,15,18,2,179,0.0,100.32605969400551,61.52809129671432
post booking details,2000,15,16,19,2,194,0.0,100.32102728731942,288.0075616974318
post confirm booking,2000,16,17,21,3,201,0.0,100.32102728731942,650.5191613162119
cancel booking,2000,15,14,20,3,201,0.0,100.3461943705785,577.4805892830265
get logout,2000,14,13,18,2,196,0.0,100.35122930255895,202.8349222277973
TOTAL,22000,14,15,19,1,201,0.0,1095.781242217463,3514.844800642526
