sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,6000,34,17,85,2,425,0.0,78.76806742546572,169.66204550414844
post login,6000,59,23,169,4,624,0.0,78.75462683432652,240.98467176548183
ajax post search,6000,63,25,179,5,590,0.0,78.7473914926568,321.2775016036578
get view hotel,6000,57,22,170,2,608,0.0,78.74842503149937,222.2119827622979
post book hotel,6000,63,27,177,6,564,0.0,78.74325760856726,509.58265970937174
ajax post cc number,6000,51,23,137,5,476,0.0,78.74842503149937,57.274073024398895
ajax post cc name,6000,52,24,139,5,503,0.0,78.74635798094339,51.197411172467646
post booking details,6000,56,24,149,5,577,0.0,78.74635798094339,260.4256256029018
post confirm booking,6000,94,49,240,6,964,0.0,78.74635798094339,586.0232443253406
cancel booking,6000,88,39,236,6,1069,0.0,78.74842503149937,519.5954381693616
get logout,6000,61,28,160,4,676,0.0,78.74945859747214,176.30318305721804
TOTAL,66000,62,25,174,2,1069,0.0,864.6552514705689,3108.8638370632507
