sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,2000,15,2,190,11.815147861960934,0.0,77.20219254226821,167.106822200938,2216.4835
post login,2000,20,3,200,12.18657128769204,0.0,77.16644802839726,245.67513709101783,3260.113
ajax post search,2000,19,5,225,14.637473065730983,0.0,77.14561234329797,314.74366411523624,4177.7815
get view hotel,2000,17,3,290,13.448394318653808,0.0,77.14561234329797,217.76488669238188,2890.524
post book hotel,2000,21,5,187,13.55845090709112,0.0,77.13073659853453,498.0910895921712,6612.737
ajax post cc number,2000,19,4,233,16.60842147827421,0.0,77.1426367353236,41.48955500752141,550.737
ajax post cc name,2000,19,4,244,14.277509026437354,0.0,77.13668620796051,43.74621849448472,580.737
post booking details,2000,21,4,233,15.119474122799376,0.0,77.13371128851864,255.16822229694552,3387.5235
post confirm booking,2000,22,6,216,16.19389255244087,0.0,77.12181390506305,583.4965644641962,7747.49
cancel booking,2000,24,6,235,18.569977645382345,0.0,77.13966135688665,518.0173088141705,6876.485
get logout,2000,21,3,236,17.62749130619556,0.0,77.1426367353236,173.45842042013808,2302.5065
TOTAL,22000,20,2,290,15.235498669307786,0.0,844.0761203192142,3042.6244952328884,3691.1925454545453
