sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,29,29,32,8,171,0.0,50.965801946893635,67.14147151011672
post login,1000,15,16,18,2,156,0.0,50.9580105992662,127.11087587265594
ajax post search,1000,11,12,14,2,35,0.0,50.9683995922528,138.67934107415903
get view hotel,1000,14,15,17,2,45,0.0,50.963204566303126,113.97990377509937
post book hotel,1000,15,15,17,3,35,0.0,50.960607450440804,293.0827146397085
ajax post cc number,1000,13,13,15,2,42,0.0,50.97099750242112,16.336105146796474
ajax post cc name,1000,14,15,17,2,46,0.0,50.963204566303126,15.83591998139843
post booking details,1000,15,16,17,4,37,0.0,50.97099750242112,133.90787868265457
post confirm booking,1000,15,15,17,3,39,0.0,50.9683995922528,286.2587402841488
cancel booking,1000,13,14,16,3,47,0.0,51.02040816326531,250.02939652423467
get logout,1000,13,14,16,3,33,0.0,51.00999795960008,85.69032069348093
TOTAL,11000,15,15,21,2,171,0.0,556.1735261401557,1515.602484452422
