sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,33,16,67,1,885,0.0,137.0520112382649,308.3335653224148
post login,12000,72,21,224,3,1281,0.0,137.03636031427004,466.6596602069249
ajax post search,12000,74,22,240,3,1382,0.0,137.02071296444313,565.6118688483409
get view hotel,12000,66,20,204,2,1227,0.0,137.02071296444313,396.1771934732467
post book hotel,12000,71,22,221,4,1159,0.0,137.01445502500513,929.6644858532576
ajax post cc number,12000,44,19,103,2,840,0.0,137.02071296444313,126.315969764096
ajax post cc name,12000,42,19,95,2,1068,0.0,137.02071296444313,115.74503585375322
post booking details,12000,44,20,101,3,728,0.0,137.02071296444313,465.08897782548127
post confirm booking,12000,101,29,311,4,1463,0.0,137.01914842599254,1049.4542784229097
cancel booking,12000,98,28,303,4,1467,0.0,137.02384214853384,938.827418470814
get logout,12000,65,25,181,3,1225,0.0,137.0254067941764,319.7830431059092
TOTAL,132000,65,21,190,1,1467,0.0,1504.9080523981622,5672.815300326064
