sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,14,15,17,2,52,0.0,38.651824366110084,62.816386320153065
post login,1000,31,31,33,13,156,0.0,38.611529402679636,133.52274098420787
ajax post search,1000,12,13,15,3,48,0.0,38.61898509307175,86.07017733355218
get view hotel,1000,15,15,18,3,164,0.0,38.614511333359076,100.23897254025563
post book hotel,1000,29,29,32,13,66,0.0,38.595137012736394,368.0483524700888
ajax post cc number,1000,13,13,16,2,164,0.0,38.621968175498225,50.88708324482466
ajax post cc name,1000,15,15,17,2,153,0.0,38.617493724657265,51.748572962927206
post booking details,1000,30,30,32,12,180,0.0,38.61003861003861,103.95300434362935
post confirm booking,1000,15,16,18,2,50,0.0,38.6234598895369,5.815772734734078
get confirm booking,1000,16,16,18,3,34,0.0,38.64584943577059,228.6366197200108
cancel booking,1000,28,28,31,10,64,0.0,38.62793572311496,209.5112841857231
get logout,1000,13,14,16,2,48,0.0,38.64734299516908,62.846844806763286
TOTAL,12000,19,16,31,2,180,0.0,459.6820532465045,1452.2413989178317
