sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,22,1,516,29.167121395234993,0.0,161.20906801007555,362.5236146095718,2302.75
post login,8000,35,2,435,42.68057995868115,0.0,161.17009488889337,567.6976568638314,3606.8875
ajax post search,8000,36,3,513,42.54209174159165,0.0,161.14736926919667,665.0476391910403,4226.0
get view hotel,8000,34,2,516,40.799440083282704,0.0,161.1441232752543,464.8252593413234,2953.76
post book hotel,8000,35,3,521,40.68482085476566,0.0,161.1376316796584,1090.9835941748747,6933.0
ajax post cc number,8000,27,2,534,33.405907702642956,0.0,161.14736926919667,111.10355732817662,706.0
ajax post cc name,8000,25,2,426,30.229703702443068,0.0,161.1441232752543,112.67499244636922,716.0
post booking details,8000,27,3,515,32.30020003711277,0.0,161.1408774120775,545.8584276678887,3468.76
post confirm booking,8000,45,4,518,51.15324306434539,0.0,161.1441232752543,1253.1158726961426,7963.0
cancel booking,8000,48,4,564,53.82913328866976,0.0,161.15061539391255,1123.018351026328,7136.0
get logout,8000,37,3,518,42.71036328409506,0.0,161.1571080356963,375.9430208899901,2388.76
TOTAL,88000,34,1,564,41.40099503469838,0.0,1767.707203406854,6654.155477255836,3854.628863636364
