sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,81,3,2399,127.38036500230754,0.0,116.16088282270945,170.1575431973283,1500.0
post login,16000,154,2,2760,260.036036781413,0.0,116.16256951603769,320.9293796805348,2829.0669375
ajax post search,16000,127,4,2875,230.4776823511064,0.0,116.16341288107044,503.03569086828526,4434.344125
get view hotel,16000,115,2,2595,218.1060128239587,0.0,116.16425625834931,281.0373890654041,2477.3738125
post book hotel,16000,61,3,2397,118.36976783577848,0.0,116.16172616325078,673.7284970351534,5939.116125
ajax post cc number,16000,52,1,2390,113.91052929574816,0.0,116.16509964787454,37.586209194739894,331.3239375
ajax post cc name,16000,48,1,2424,110.942331321277,0.0,116.16256951603769,36.47523825805152,321.5376875
post booking details,16000,52,2,2550,114.66311153220155,0.0,116.16256951603769,322.02556467033423,2838.7300625
post confirm booking,16000,210,5,3198,303.3156555879535,0.0,116.16003949441344,904.0867674090321,7969.9081875
cancel booking,16000,180,5,3197,288.1157443300511,0.0,116.16678646366522,781.9145556983439,6892.508
get logout,16000,84,2,2396,140.35915282820832,0.0,116.16847332844458,202.42576278670018,1784.339375
TOTAL,176000,106,1,3198,205.1683989671799,0.0,1276.3149307091526,4228.501192239498,3392.568022727273
