sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,23,1,3174,67.57985431840986,0.0,146.58350495818706,238.9563429087481,1669.29625
post login,20000,51,4,3141,87.58585436239119,0.0,146.55450361989625,506.99557313802507,3542.46
ajax post search,20000,28,2,3065,56.492924135660566,0.0,146.57383657017223,327.4222113755039,2287.45015
get view hotel,20000,32,2,3117,56.10347641626141,0.0,146.57276238356627,381.2694137341427,2663.65915
post book hotel,20000,526,7,3984,304.2755551007631,0.0,146.5566514736271,1397.5836930077821,9765.0
ajax post cc number,20000,23,1,3046,45.27848677506791,0.0,146.57383657017223,193.7388137252657,1353.50585
ajax post cc name,20000,23,1,3097,58.271056961732725,0.0,146.57276238356627,197.14065168082317,1377.282
post booking details,20000,45,3,3218,106.78631321096351,0.0,146.55772542410142,394.5895009709449,2757.0
post confirm booking,20000,27,1,3154,52.103331869564734,0.0,146.57383657017223,22.790549709142546,159.22025
get confirm booking,20000,25,2,3104,66.72559200479229,0.0,146.57276238356627,867.9246865633085,6063.5746
cancel booking,20000,60,4,3227,120.75740921827531,0.0,146.56416945749274,794.938864420815,5554.0
get logout,20000,24,1,3013,48.27046663033205,0.0,146.57920773938216,239.04923773086227,1669.99415
TOTAL,240000,74,1,3984,177.22379682928036,0.0,1756.0033364063393,5553.5952567789045,3238.536866666667
