sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,23,14,46,1,3174,0.0,146.58350495818706,238.9563429087481
post login,20000,51,32,110,4,3141,0.0,146.55450361989625,506.99557313802507
ajax post search,20000,28,15,68,2,3065,0.0,146.57383657017223,327.4222113755039
get view hotel,20000,32,20,70,2,3117,0.0,146.57276238356627,381.2694137341427
post book hotel,20000,526,529,848,7,3984,0.0,146.5566514736271,1397.5836930077821
ajax post cc number,20000,23,14,50,1,3046,0.0,146.57383657017223,193.7388137252657
ajax post cc name,20000,23,15,43,1,3097,0.0,146.57276238356627,197.14065168082317
post booking details,20000,45,30,87,3,3218,0.0,146.55772542410142,394.5895009709449
post confirm booking,20000,27,15,61,1,3154,0.0,146.57383657017223,22.790549709142546
get confirm booking,20000,25,16,50,2,3104,0.0,146.57276238356627,867.9246865633085
cancel booking,20000,60,35,129,4,3227,0.0,146.56416945749274,794.938864420815
get logout,20000,24,14,51,1,3013,0.0,146.57920773938216,239.04923773086227
TOTAL,240000,74,20,142,1,3984,0.0,1756.0033364063393,5553.5952567789045
