sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,50,1,1059,98.80837679537854,0.0,132.60489046836045,299.3840360391085,2311.90005
post login,20000,140,3,2169,244.8874829287728,0.0,132.59609902276677,452.67236690045013,3495.85325
ajax post search,20000,141,3,1994,243.8373287401049,0.0,132.60137375023206,548.4712732073123,4235.51105
get view hotel,20000,126,2,1835,231.41285193849973,0.0,132.59961546111515,384.3914778330736,2968.46165
post book hotel,20000,133,4,1870,233.36520673311608,0.0,132.59697811486876,900.7554156024378,6956.21845
ajax post cc number,20000,62,2,1017,111.66074624368898,0.0,132.60137375023206,123.29271846490704,952.1149
ajax post cc name,20000,58,2,3104,105.93280436196335,0.0,132.59785721862735,113.0602233569468,873.1187
post booking details,20000,63,3,1029,108.46451307298622,0.0,132.59697811486876,451.0686979764044,3483.4455
post confirm booking,20000,193,4,2958,292.4439607448921,0.0,132.59697811486876,1016.6960119490595,7851.58705
cancel booking,20000,172,4,2803,277.4810354689803,0.0,132.6136830798202,909.7066455824724,7024.4607
get logout,20000,104,3,1312,149.13492831592973,0.0,132.61632109063663,310.4575467700466,2397.20515
TOTAL,220000,113,1,3104,209.24327256125756,0.0,1457.13699074718,5504.350046787758,3868.170586363636
