sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,161,165,242,4,503,0.0,81.752222638553,241.98338556392002
post login,12000,163,167,244,6,528,0.0,81.74553975898691,320.9151072569603
ajax post search,12000,14,14,21,2,272,0.0,81.75612148959654,162.8735232800556
get view hotel,12000,149,151,229,3,489,0.0,81.75500749420902,274.67581425006813
post book hotel,12000,165,169,246,7,491,0.0,81.74609662388622,594.49527453277
ajax post cc number,12000,13,13,20,1,264,0.0,81.7594636579184,34.81189947248113
ajax post cc name,12000,15,15,19,1,284,0.0,81.75612148959654,34.12200312717165
post booking details,12000,167,170,248,6,563,3.333333333333333E-4,81.7477672641066,294.272556369769
post confirm booking,12000,165,169,247,6,537,3.333333333333333E-4,81.74888106219046,495.869180075754
cancel booking,12000,167,171,247,3,495,3.333333333333333E-4,81.75166569018843,466.51425693696945
get logout,12000,148,151,228,4,534,0.0,81.75834957144998,253.52862330010765
TOTAL,132000,121,128,232,1,563,9.09090909090909E-5,897.8431359212075,3169.0790178480333
