sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,161,4,503,67.04624128659057,0.0,81.752222638553,241.98338556392002,3031.0
post login,12000,163,6,528,66.71246730637505,0.0,81.74553975898691,320.9151072569603,4020.0
ajax post search,12000,14,2,272,13.522012910795576,0.0,81.75612148959654,162.8735232800556,2040.0
get view hotel,12000,149,3,489,67.09548710601226,0.0,81.75500749420902,274.67581425006813,3440.3768333333333
post book hotel,12000,165,7,491,67.32504894534468,0.0,81.74609662388622,594.49527453277,7446.99975
ajax post cc number,12000,13,1,264,12.230944526078105,0.0,81.7594636579184,34.81189947248113,436.0031666666667
ajax post cc name,12000,15,1,284,12.490968015819357,0.0,81.75612148959654,34.12200312717165,427.38
post booking details,12000,167,6,563,67.80479272125402,3.333333333333333E-4,81.7477672641066,294.272556369769,3686.156916666667
post confirm booking,12000,165,6,537,67.90865673824698,3.333333333333333E-4,81.74888106219046,495.869180075754,6211.339333333333
cancel booking,12000,167,3,495,67.41685212124268,3.333333333333333E-4,81.75166569018843,466.51425693696945,5843.435666666666
get logout,12000,148,4,534,67.07493220267204,0.0,81.75834957144998,253.52862330010765,3175.373666666667
TOTAL,132000,121,1,563,87.37953645392811,9.09090909090909E-5,897.8431359212075,3169.0790178480333,3614.3695757575756
