sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,2000,27,2,206,11.377011909987615,0.0,94.14866073530104,124.02982747257921,1349.0
post login,2000,15,2,205,9.777189972072753,0.0,94.13536665725313,234.85486974018642,2554.74
ajax post search,2000,12,2,201,8.820282294235259,0.0,94.14866073530104,256.16802446688325,2786.19
get view hotel,2000,14,2,185,8.994417588148773,0.0,94.13536665725313,210.53503453591264,2290.19
post book hotel,2000,14,2,173,7.0904836929507145,0.0,94.13536665725313,541.3877538713169,5889.19
ajax post cc number,2000,12,1,190,6.2271302379185896,0.0,94.1575255402288,30.17730303422626,328.19
ajax post cc name,2000,14,1,176,6.101849535181934,0.0,94.1575255402288,29.257795948872463,318.19
post booking details,2000,15,2,194,8.663718009607656,0.0,94.13536665725313,247.30666213640217,2690.19
post confirm booking,2000,16,3,204,12.471328357476601,0.0,94.14422895876483,528.7513165482019,5751.19
cancel booking,2000,13,2,202,9.572198859196353,0.0,94.15309292910271,461.4044037166933,5018.19
get logout,2000,13,2,170,5.949046226076915,0.0,94.15309292910271,158.1652430915168,1720.19
TOTAL,22000,15,1,206,9.749620793536977,0.0,1028.03738317757,2801.4977000584113,2790.4954545454543
