sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,13,13,20,1,180,0.0,90.90495886550612,204.51396385391573
post login,2000,18,17,25,3,98,0.0,90.85127646043426,309.3335136163351
ajax post search,2000,16,15,24,3,195,0.0,90.86778736937757,375.09583711949114
get view hotel,2000,15,15,23,2,168,0.0,90.86365907955113,262.7202023988006
post book hotel,2000,18,17,25,5,176,0.0,90.8554036251306,616.4681097533276
ajax post cc number,2000,14,13,24,2,180,0.0,90.87604507451836,83.77635405307161
ajax post cc name,2000,16,15,21,3,178,0.0,90.86778736937757,76.75843366651522
post booking details,2000,17,16,23,3,210,0.0,90.86365907955113,308.4182340647858
post confirm booking,2000,19,17,27,5,188,0.0,90.86365907955113,698.1017658784244
cancel booking,2000,18,16,29,4,248,0.0,90.87604507451836,626.0196931229553
get logout,2000,16,14,28,2,224,0.0,90.88430428065074,212.10124511496863
TOTAL,22000,16,16,25,1,248,0.0,992.8693925444535,3748.1154520940518
