sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,23,1,381,23.706885433086736,0.0,207.19376761147024,265.6693524158793,1313.0
post login,20000,12,1,356,17.70368729248232,0.0,207.17445124667225,486.9026800443094,2406.61115
ajax post search,20000,11,1,354,15.862367840584204,0.0,207.1787434609209,536.9700452717926,2654.02385
get view hotel,20000,12,1,363,16.21947108601264,0.0,207.17230520624003,440.46136018005865,2177.08845
post book hotel,20000,12,1,362,18.258720532323725,0.0,207.17230520624003,1125.9122763672078,5565.09795
ajax post cc number,20000,11,1,359,16.030278609868265,0.0,207.1787434609209,39.281241502434355,194.15115
ajax post cc name,20000,12,0,363,19.365677439674037,0.0,207.17015921026734,37.24435930686044,184.0913
post booking details,20000,12,1,359,18.412506400202552,0.0,207.17015921026734,536.146802555185,2650.0647
post confirm booking,20000,13,1,359,17.564703035064383,0.0,207.17445124667225,1152.3742697909868,5695.83385
cancel booking,20000,13,1,359,17.26647747218581,0.0,207.17659733156543,985.0541406670827,4868.77115
get logout,20000,14,1,361,17.903325749633783,0.0,207.17659733156543,313.1891150872472,1547.98205
TOTAL,220000,13,0,381,18.45311350188108,0.0,2275.4305217975902,5910.122837694575,2659.701418181818
