sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,13,14,16,2,154,0.0,54.92694716027683,106.51482941749973
post login,1000,16,17,19,4,165,0.0,54.88775454196169,173.94165260167955
ajax post search,1000,14,14,17,4,152,0.0,54.88775454196169,174.09709643778473
get view hotel,1000,14,14,18,5,157,0.0,54.88172987212557,142.8725783436694
post book hotel,1000,16,16,19,4,156,0.0,54.87570652472151,332.6303812489711
ajax post cc number,1000,13,13,16,3,30,0.0,54.88474204171241,33.23099615806806
ajax post cc name,1000,15,15,18,4,151,0.0,54.88172987212557,33.765126776796
post booking details,1000,16,16,19,6,155,0.0,54.88172987212557,157.66491959826573
post confirm booking,1000,16,16,19,4,40,0.0,54.88172987212557,355.98090801822076
cancel booking,1000,14,14,18,4,40,0.0,54.951093526761184,316.3444300197824
get logout,1000,14,14,18,5,32,0.0,54.9390176903637,111.1527922755741
TOTAL,11000,14,15,18,2,165,0.0,598.9980396427793,1922.5013315794488
