sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,13,2,154,5.6648922319846475,0.0,54.92694716027683,106.51482941749973,1985.75
post login,1000,16,4,165,5.59566939695333,0.0,54.88775454196169,173.94165260167955,3245.1
ajax post search,1000,14,4,152,5.254223444049561,0.0,54.88775454196169,174.09709643778473,3248.0
get view hotel,1000,14,5,157,5.272364839424525,0.0,54.88172987212557,142.8725783436694,2665.76
post book hotel,1000,16,4,156,5.591024145896705,0.0,54.87570652472151,332.6303812489711,6207.0
ajax post cc number,1000,13,3,30,3.254061923196919,0.0,54.88474204171241,33.23099615806806,620.0
ajax post cc name,1000,15,4,151,5.118978023004204,0.0,54.88172987212557,33.765126776796,630.0
post booking details,1000,16,6,155,5.071845423512037,0.0,54.88172987212557,157.66491959826573,2941.76
post confirm booking,1000,16,4,40,3.664651552330724,0.0,54.88172987212557,355.98090801822076,6642.0
cancel booking,1000,14,4,40,3.4341635080467543,0.0,54.951093526761184,316.3444300197824,5895.0
get logout,1000,14,5,32,3.2151328121867713,0.0,54.9390176903637,111.1527922755741,2071.76
TOTAL,11000,14,2,165,4.893112325647651,0.0,598.9980396427793,1922.5013315794488,3286.557272727273
