sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,29,16,64,1,673,0.0,165.75272456040994,372.7412953920742
post login,12000,53,21,148,3,647,0.0,165.72525514784073,583.7769217224378
ajax post search,12000,55,22,158,3,632,0.0,165.71610070015052,683.902579647301
get view hotel,12000,50,20,143,2,696,0.0,165.71610070015052,478.0132710977311
post book hotel,12000,52,21,144,3,954,0.0,165.7092355280601,1121.9356737461335
ajax post cc number,12000,36,18,92,2,622,0.0,165.71610070015052,114.25348349053347
ajax post cc name,12000,34,18,80,2,558,0.0,165.7115238555548,115.86860457087619
post booking details,12000,36,18,83,3,673,0.0,165.70694726376402,561.3258109283731
post confirm booking,12000,70,27,197,4,966,0.0,165.7092355280601,1288.6158618261159
cancel booking,12000,69,27,196,4,752,0.0,165.71610070015052,1154.834076754174
get logout,12000,53,23,138,3,647,0.0,165.71838921725683,386.58345647130307
TOTAL,132000,49,20,134,1,966,0.0,1819.3094893529046,6848.435561815174
