sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,57,18,151,2,1196,0.0,70.88679379031686,153.0014344191935
post login,16000,254,51,836,4,2874,0.0,70.88365334349332,217.2861513208172
ajax post search,16000,245,53,809,5,2889,0.0,70.88396737565401,289.5339017456838
get view hotel,16000,200,29,696,2,2922,0.0,70.8842814105972,200.30647587442405
post book hotel,16000,217,57,683,6,2609,0.0,70.88239724267474,459.02843422445795
ajax post cc number,16000,107,39,306,4,1384,0.0,70.8842814105972,51.875301119750134
ajax post cc name,16000,101,36,293,5,1636,0.0,70.88333931411509,46.40821002124285
post booking details,16000,101,36,284,5,2083,0.0,70.88333931411509,234.71627749359834
post confirm booking,16000,360,157,992,5,3735,0.0,70.88333931411509,527.8703997128117
cancel booking,16000,292,83,921,6,3274,0.0,70.88333931411509,468.0371300983395
get logout,16000,121,45,343,3,1373,0.0,70.8842814105972,158.9521603784556
TOTAL,176000,187,43,597,2,3735,0.0,779.2127295024992,2805.191101852733
