sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,57,2,1196,110.85516593672745,0.0,70.88679379031686,153.0014344191935,2210.192625
post login,16000,254,4,2874,371.8617281488637,0.0,70.88365334349332,217.2861513208172,3138.9609375
ajax post search,16000,245,5,2889,360.1095391675115,0.0,70.88396737565401,289.5339017456838,4182.6484375
get view hotel,16000,200,2,2922,332.26885148254166,0.0,70.8842814105972,200.30647587442405,2893.643375
post book hotel,16000,217,6,2609,325.5670177363641,0.0,70.88239724267474,459.02843422445795,6631.33775
ajax post cc number,16000,107,4,1384,153.67962722693395,0.0,70.8842814105972,51.875301119750134,749.39475
ajax post cc name,16000,101,5,1636,146.35459860962206,0.0,70.88333931411509,46.40821002124285,670.425625
post booking details,16000,101,5,2083,149.3340561601217,0.0,70.88333931411509,234.71627749359834,3390.7751875
post confirm booking,16000,360,5,3735,435.0101409679291,0.0,70.88333931411509,527.8703997128117,7625.759375
cancel booking,16000,292,6,3274,403.8271023642449,0.0,70.88333931411509,468.0371300983395,6761.3916875
get logout,16000,121,3,1373,174.54525003508002,0.0,70.8842814105972,158.9521603784556,2296.235625
TOTAL,176000,187,2,3735,307.37480479775525,0.0,779.2127295024992,2805.191101852733,3686.433215909091
