sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,3000,25,2,204,14.363689080455623,0.0,132.44448368725443,169.82383504039558,1313.0
post login,3000,14,1,193,10.984559749434151,0.0,132.45033112582783,310.8042735927153,2402.89
ajax post search,3000,9,1,174,6.018211020634693,0.0,132.46202755210174,342.9511746346256,2651.19
get view hotel,3000,13,1,188,8.801994919082581,0.0,132.44448368725443,281.21042186327315,2174.19
post book hotel,3000,13,1,189,9.325584110392226,0.0,132.4561790807541,719.478940157402,5562.19
ajax post cc number,3000,10,1,185,6.360407918434861,0.0,132.46787653993908,24.732942691084915,191.19
ajax post cc name,3000,13,1,190,9.916381306818643,0.0,132.45033112582783,23.4362065397351,181.19
post booking details,3000,13,1,191,8.317800931335958,0.0,132.47372604433454,342.4639871555683,2647.19
post confirm booking,3000,14,2,193,11.705683135411904,0.0,132.46202755210174,736.4565338274903,5693.19
cancel booking,3000,11,2,54,5.598267579250644,0.0,132.46202755210174,629.4779236853144,4866.19
get logout,3000,12,1,195,8.175587501825174,0.0,132.46202755210174,199.8818362824532,1545.19
TOTAL,33000,13,1,204,10.222874090281481,0.0,1446.8607506138198,3754.2850918537356,2657.0545454545454
