sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,13,13,24,1,195,0.0,77.31360977244027,125.25710801999847
post login,3000,52,47,74,6,255,0.0,77.22604062089736,228.63885483435013
ajax post search,3000,18,16,30,3,101,0.0,77.28970758727297,200.69661374468635
get view hotel,3000,20,17,33,3,206,0.0,77.29369025841858,181.68546137891943
post book hotel,3000,43,36,70,8,241,0.0,77.26582017668117,879.577798632395
ajax post cc number,3000,18,16,30,3,214,0.0,77.3016568321781,131.57889439305316
ajax post cc name,3000,18,16,29,3,203,0.0,77.29568174791301,132.55001674739773
post booking details,3000,35,31,55,4,251,0.0,77.26781023025806,187.88754636068614
post confirm booking,3000,19,17,31,2,212,0.0,77.29966503478485,18.721012625611955
get confirm booking,3000,36,31,55,6,262,0.0,77.269800386349,430.8696877012234
cancel booking,3000,39,33,62,7,263,0.0,77.269800386349,399.02607855763034
get logout,3000,20,18,33,3,212,0.0,77.29369025841858,125.51166812665859
TOTAL,36000,28,23,51,1,263,0.0,921.4466712739,3022.8594961798353
