sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,32,2,274,25.024392520099266,0.0,189.62288748251916,249.80593282609212,1349.0
post login,8000,23,2,313,24.826964420955193,0.0,189.60491076718887,473.1008216706563,2555.0775
ajax post search,8000,21,1,269,24.689478629253696,0.0,189.61839298411945,515.9305374496327,2786.19
get view hotel,8000,20,1,269,23.545527176090154,0.0,189.60940462646946,424.0640257631778,2290.19
post book hotel,8000,17,2,285,18.548320651746344,0.0,189.61389869877462,1090.5002696072622,5889.19
ajax post cc number,8000,17,1,283,20.957048798897592,0.0,189.6273821939888,60.77520562719256,328.19
ajax post cc name,8000,18,1,285,20.056580651683877,0.0,189.61389869877462,58.91918596383115,318.19
post booking details,8000,19,2,313,20.95715690365406,0.0,189.60940462646946,498.13019944539246,2690.19
post confirm booking,8000,27,2,362,30.209922293583862,0.0,189.61839298411945,1064.9720757288458,5751.19
cancel booking,8000,25,2,406,29.148606681698787,0.0,189.6273821939888,929.2834307148952,5018.19
get logout,8000,21,2,257,22.77500642700239,0.0,189.6273821939888,318.5499282971461,1720.19
TOTAL,88000,22,1,406,24.383080094443468,0.0,2078.0692847191062,5662.994777522611,2790.5261363636364
