sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,27,27,38,2,266,0.0,213.31058020477818,273.5124920008533
post login,8000,14,14,22,1,244,0.0,213.28783192918843,500.53436516876394
ajax post search,8000,13,12,22,1,247,0.0,213.30489268097588,552.2576156512465
get view hotel,8000,14,13,21,1,245,0.0,213.28214561838493,452.84756658401983
post book hotel,8000,13,13,21,1,245,0.0,213.29351854320527,1158.5733163142881
ajax post cc number,8000,12,12,20,1,244,0.0,213.30489268097588,39.82593987468337
ajax post cc name,8000,13,13,20,1,252,0.0,213.28783192918843,37.73986549536099
post booking details,8000,14,14,21,1,250,0.0,213.28783192918843,551.3802888717073
post confirm booking,8000,15,15,22,1,239,0.0,213.31626803189076,1185.9863710903128
cancel booking,8000,14,13,23,1,239,0.0,213.31058020477818,1013.6814573112202
get logout,8000,15,15,24,1,256,0.0,213.30489268097588,321.87166711105186
TOTAL,88000,15,14,26,1,266,0.0,2336.6347149571175,6063.091522895037
