sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,27,2,266,20.596002275927237,0.0,213.31058020477818,273.5124920008533,1313.0
post login,8000,14,1,244,15.529804062974362,0.0,213.28783192918843,500.53436516876394,2403.0775
ajax post search,8000,13,1,247,14.759281012298668,0.0,213.30489268097588,552.2576156512465,2651.19
get view hotel,8000,14,1,245,16.42993871669566,0.0,213.28214561838493,452.84756658401983,2174.19
post book hotel,8000,13,1,245,15.445346740604434,0.0,213.29351854320527,1158.5733163142881,5562.19
ajax post cc number,8000,12,1,244,13.40739264303,0.0,213.30489268097588,39.82593987468337,191.19
ajax post cc name,8000,13,1,252,14.93279186838064,0.0,213.28783192918843,37.73986549536099,181.19
post booking details,8000,14,1,250,15.260628163267068,0.0,213.28783192918843,551.3802888717073,2647.19
post confirm booking,8000,15,1,239,15.162553564930118,0.0,213.31626803189076,1185.9863710903128,5693.19
cancel booking,8000,14,1,239,13.834832624574826,0.0,213.31058020477818,1013.6814573112202,4866.19
get logout,8000,15,1,256,14.942021382141542,0.0,213.30489268097588,321.87166711105186,1545.19
TOTAL,88000,15,1,266,16.049320701105767,0.0,2336.6347149571175,6063.091522895037,2657.071590909091
