sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,23,15,46,1,577,0.0,139.44813400965677,313.72425656713557
post login,8000,45,20,121,3,644,0.0,139.41654177268134,474.73612968788126
ajax post search,8000,48,21,133,3,639,0.0,139.4019655677145,575.4415121628215
get view hotel,8000,43,19,116,2,514,0.0,139.4019655677145,403.06226911549453
post book hotel,8000,46,21,123,4,648,0.0,139.40439472354365,945.8806001359193
ajax post cc number,8000,31,18,65,2,605,0.0,139.40925328918706,128.51790537596932
ajax post cc name,8000,29,18,57,2,564,0.0,139.40682396403304,117.76064719618024
post booking details,8000,30,19,59,3,409,0.0,139.40682396403304,473.1881469347924
post confirm booking,8000,64,27,181,4,834,0.0,139.40439472354365,1067.7233084147977
cancel booking,8000,64,27,182,4,644,0.0,139.41168269901016,955.187857242437
get logout,8000,42,22,97,2,610,0.0,139.41897143653821,325.36902459002107
TOTAL,88000,42,20,108,1,834,0.0,1529.7430726975629,5766.403112831589
