sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,28,15,57,1,3227,0.0,134.6810416231759,219.6843497262608
post login,20000,83,41,208,4,3308,0.0,134.78996353931487,453.66036888643276
ajax post search,20000,49,18,120,2,3340,0.0,135.00378010584296,301.70708720273853
get view hotel,20000,46,25,98,2,3669,0.0,134.99831252109348,351.3012571717853
post book hotel,20000,625,641,1084,8,4246,0.0,134.99102309696406,1287.2923247479043
ajax post cc number,20000,34,16,60,1,3341,0.0,135.00286881096224,158.42948552305174
ajax post cc name,20000,27,15,49,1,3072,0.0,134.99831252109348,161.29698574080322
post booking details,20000,59,33,113,3,3775,0.0,134.98464549657476,363.2985185435157
post confirm booking,20000,49,18,138,1,3043,0.0,134.9992237544634,22.811019227264442
get confirm booking,20000,34,18,71,3,3081,0.0,135.01107090781446,786.8108673680773
cancel booking,20000,90,44,213,5,3378,0.0,134.97371386922396,719.2886294769094
get logout,20000,31,15,67,1,3250,0.0,134.98555654544964,220.2662938112497
TOTAL,240000,96,24,229,1,4246,0.0,1613.2935387593773,5026.4004104760725
