sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,28,1,3227,56.21929287175355,0.0,134.6810416231759,219.6843497262608,1670.2928
post login,20000,83,4,3308,112.38721359082625,0.0,134.78996353931487,453.66036888643276,3446.46
ajax post search,20000,49,2,3340,136.61299131162454,0.0,135.00378010584296,301.70708720273853,2288.44005
get view hotel,20000,46,2,3669,95.8076777683292,0.0,134.99831252109348,351.3012571717853,2664.7184
post book hotel,20000,625,8,4246,387.4340144849669,0.0,134.99102309696406,1287.2923247479043,9765.0
ajax post cc number,20000,34,1,3341,133.58987686437922,0.0,135.00286881096224,158.42948552305174,1201.69145
ajax post cc name,20000,27,1,3072,83.09530180407313,0.0,134.99831252109348,161.29698574080322,1223.4828
post booking details,20000,59,3,3775,151.1735213071307,0.0,134.98464549657476,363.2985185435157,2756.0
post confirm booking,20000,49,1,3043,97.39881685441564,0.0,134.9992237544634,22.811019227264442,173.0268
get confirm booking,20000,34,3,3081,70.06657922283634,0.0,135.01107090781446,786.8108673680773,5967.61675
cancel booking,20000,90,5,3378,155.1031075283068,0.0,134.97371386922396,719.2886294769094,5457.0
get logout,20000,31,1,3250,94.8317115340512,0.0,134.98555654544964,220.2662938112497,1670.9394
TOTAL,240000,96,1,4246,223.36649248718277,0.0,1613.2935387593773,5026.4004104760725,3190.3890375
