sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,30,3,325,29.14108281704714,0.0,44.736724377041114,100.64670779649263,2303.75
post login,4000,81,7,530,61.86156989551348,0.0,44.7372247262641,157.26947572166736,3599.775
ajax post search,4000,60,6,350,39.8821074888226,0.0,44.73972664027023,166.1574027470192,3803.0
get view hotel,4000,71,5,420,46.99871934159483,0.0,44.742729306487696,128.6353467561521,2944.0
post book hotel,4000,62,7,411,40.7262718025785,0.0,44.74373028479384,302.2823497169959,6918.0
ajax post cc number,4000,61,6,361,41.24202582015098,0.0,44.74673348845534,30.89447321908001,707.0
ajax post cc name,4000,31,3,350,30.88918778371325,0.0,44.750237735637974,31.421309503831736,719.0
post booking details,4000,253,21,849,132.95551974626704,0.0,44.742729306487696,150.48238255033556,3444.0
post confirm booking,4000,50,7,409,42.73111433648202,0.0,44.760252895428856,327.35308233788396,7489.0005
cancel booking,4000,37,6,358,31.904163928866716,0.0,44.76275738585497,292.5097678106815,6691.50025
get logout,4000,76,6,430,46.973056451943826,0.0,44.763258317572934,104.43303136785327,2389.0
TOTAL,44000,74,3,849,81.88750697727968,0.0,491.6146188310745,1789.785595534547,3728.002340909091
