sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,29,29,31,8,149,0.0,51.090788330863944,67.30612642415572
post login,1000,15,16,18,3,133,0.0,51.08034938958982,127.41604066634315
ajax post search,1000,12,13,15,2,52,0.0,51.090788330863944,139.01234720661114
get view hotel,1000,14,15,17,2,60,0.0,51.08034938958982,114.24189977396945
post book hotel,1000,16,16,18,3,146,0.0,51.08034938958982,293.7713699430454
ajax post cc number,1000,13,13,15,2,60,0.0,51.08817819556555,16.37366133008072
ajax post cc name,1000,15,15,17,2,133,0.0,51.07774032076821,15.871509953774645
post booking details,1000,15,16,17,3,33,0.0,51.07513151846366,134.18145318325756
post confirm booking,1000,15,16,17,3,145,0.0,51.08556832694764,286.9168063537676
cancel booking,1000,14,14,16,3,142,0.0,51.1770726714432,250.79714287998976
get logout,1000,14,14,16,3,54,0.0,51.16398055768739,85.94899190969556
TOTAL,11000,16,15,22,2,149,0.0,557.5266092245312,1519.289707932083
