sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,29,8,149,5.518191642195834,0.0,51.090788330863944,67.30612642415572,1349.0
post login,1000,15,3,133,4.590413924691323,0.0,51.08034938958982,127.41604066634315,2554.29
ajax post search,1000,12,2,52,2.7889566149368474,0.0,51.090788330863944,139.01234720661114,2786.19
get view hotel,1000,14,2,60,3.2113970480150815,0.0,51.08034938958982,114.24189977396945,2290.19
post book hotel,1000,16,3,146,6.992991920487255,0.0,51.08034938958982,293.7713699430454,5889.19
ajax post cc number,1000,13,2,60,3.325532137869067,0.0,51.08817819556555,16.37366133008072,328.19
ajax post cc name,1000,15,2,133,4.631576405501693,0.0,51.07774032076821,15.871509953774645,318.19
post booking details,1000,15,3,33,2.316987483781476,0.0,51.07513151846366,134.18145318325756,2690.19
post confirm booking,1000,15,3,145,6.4953484125179894,0.0,51.08556832694764,286.9168063537676,5751.19
cancel booking,1000,14,3,142,5.183959779936571,0.0,51.1770726714432,250.79714287998976,5018.19
get logout,1000,14,3,54,3.3034981459053347,0.0,51.16398055768739,85.94899190969556,1720.19
TOTAL,11000,16,2,149,6.285523559197208,0.0,557.5266092245312,1519.289707932083,2790.4545454545455
