sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,14,13,22,1,213,0.0,121.41816415735794,273.04265382163675
post login,3000,18,17,27,3,210,0.0,121.35431414586789,427.4302781542009
ajax post search,3000,17,15,28,3,212,0.0,121.32977432661974,500.7222913127882
get view hotel,3000,16,15,26,2,206,0.0,121.32486755368625,349.9653718607191
post book hotel,3000,17,17,27,4,204,0.0,121.31505519835012,821.3645289942982
ajax post cc number,3000,15,13,26,2,202,0.0,121.33958906325837,83.65795886587931
ajax post cc name,3000,16,15,23,2,208,0.0,121.32486755368625,84.83262223480406
post booking details,3000,17,16,25,3,215,0.0,121.31996117761243,410.9666294281786
post confirm booking,3000,19,17,30,4,200,0.0,121.31996117761243,943.4285652903591
cancel booking,3000,20,16,33,4,217,0.0,121.33958906325837,845.5852612845817
get logout,3000,18,15,31,3,209,0.0,121.34449702705982,283.0692194515229
TOTAL,33000,17,16,28,1,217,0.0,1327.113327435052,4995.612027341551
