sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,3000,14,1,213,14.165853745303647,0.0,121.41816415735794,273.04265382163675,2302.75
post login,3000,18,3,210,14.165793067182022,0.0,121.35431414586789,427.4302781542009,3606.7
ajax post search,3000,17,3,212,12.898491625853863,0.0,121.32977432661974,500.7222913127882,4226.0
get view hotel,3000,16,2,206,12.39279015754277,0.0,121.32486755368625,349.9653718607191,2953.76
post book hotel,3000,17,4,204,11.653339774025682,0.0,121.31505519835012,821.3645289942982,6933.0
ajax post cc number,3000,15,2,202,10.87111260788579,0.0,121.33958906325837,83.65795886587931,706.0
ajax post cc name,3000,16,2,208,12.767915622110499,0.0,121.32486755368625,84.83262223480406,716.0
post booking details,3000,17,3,215,13.67911321037377,0.0,121.31996117761243,410.9666294281786,3468.76
post confirm booking,3000,19,4,200,11.35014438968362,0.0,121.31996117761243,943.4285652903591,7963.0
cancel booking,3000,20,4,217,16.189116385193277,0.0,121.33958906325837,845.5852612845817,7136.0
get logout,3000,18,3,209,14.385559792915794,0.0,121.34449702705982,283.0692194515229,2388.76
TOTAL,33000,17,1,217,13.324155596715048,0.0,1327.113327435052,4995.612027341551,3854.6118181818183
