sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,19,15,33,1,459,0.0,152.94807412883327,248.56899949654593
post login,12000,43,33,78,4,569,0.0,152.89350967051448,528.8711919960248
ajax post search,12000,23,16,44,2,571,0.0,152.93053130615417,340.8364543374922
get view hotel,12000,24,17,45,2,527,0.0,152.9266334476035,396.9805153946145
post book hotel,12000,292,303,479,7,967,0.0,152.89935400022935,1458.0685466916402
ajax post cc number,12000,17,14,30,1,375,0.0,152.9285823520416,201.49386135112402
ajax post cc name,12000,18,15,28,1,382,0.0,152.9285823520416,204.92878068129681
post booking details,12000,37,31,60,3,484,0.0,152.89935400022935,411.6635927525706
post confirm booking,12000,20,16,36,1,528,0.0,152.9285823520416,23.027400500841107
get confirm booking,12000,20,16,32,2,617,0.0,152.9285823520416,904.7562581243309
cancel booking,12000,44,34,79,4,616,0.0,152.9051987767584,829.3315175840978
get logout,12000,20,15,36,1,475,0.0,152.93832761938748,248.70251344582798
TOTAL,144000,48,20,93,1,967,0.0,1829.9191785696132,5781.284747814264
