sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,19,1,459,23.678060505572567,0.0,152.94807412883327,248.56899949654593,1664.19
post login,12000,43,4,569,40.530589542207366,0.0,152.89350967051448,528.8711919960248,3542.1
ajax post search,12000,23,2,571,30.39356273218978,0.0,152.93053130615417,340.8364543374922,2282.19
get view hotel,12000,24,2,527,29.941391304049684,0.0,152.9266334476035,396.9805153946145,2658.19
post book hotel,12000,292,7,967,153.0044176922135,0.0,152.89935400022935,1458.0685466916402,9765.0
ajax post cc number,12000,17,1,375,19.993855110001228,0.0,152.9285823520416,201.49386135112402,1349.19
ajax post cc name,12000,18,1,382,21.511819905803467,0.0,152.9285823520416,204.92878068129681,1372.19
post booking details,12000,37,3,484,30.21402542924211,0.0,152.89935400022935,411.6635927525706,2757.0
post confirm booking,12000,20,1,528,25.406448079178638,0.0,152.9285823520416,23.027400500841107,154.19
get confirm booking,12000,20,2,617,22.81273331022246,0.0,152.9285823520416,904.7562581243309,6058.19
cancel booking,12000,44,4,616,40.55849106845569,0.0,152.9051987767584,829.3315175840978,5554.0
get logout,12000,20,1,475,26.24081521205192,0.0,152.93832761938748,248.70251344582798,1665.19
TOTAL,144000,48,1,967,90.73413571773523,0.0,1829.9191785696132,5781.284747814264,3235.135
