sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,24,16,57,3,267,0.0,45.83581610670578,103.11939585529633
post login,4000,66,51,138,6,394,0.0,45.83686659179979,161.31421279478835
ajax post search,4000,59,54,110,6,362,0.0,45.840543668847914,189.9427995966032
get view hotel,4000,67,65,120,5,478,0.0,45.843170513672725,132.24680243885666
post book hotel,4000,63,59,113,7,403,0.0,45.84422133590061,310.2543494704993
ajax post cc number,4000,61,57,110,6,388,0.0,45.84632312488538,31.653662548138637
ajax post cc name,4000,25,17,59,3,305,0.0,45.850001719375065,32.19350706663152
post booking details,4000,280,274,459,22,907,0.0,45.842119739616756,155.29913415696342
post confirm booking,4000,41,30,86,7,366,0.0,45.85998945220243,357.47505736081496
cancel booking,4000,31,22,66,6,308,0.0,45.86209268728932,320.16130960997157
get logout,4000,74,71,126,6,404,0.0,45.86367024021097,107.00030098033595
TOTAL,44000,72,47,143,3,907,0.0,503.7033645095188,1898.23482691994
