sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,24,3,267,25.264453269366427,0.0,45.83581610670578,103.11939585529633,2303.75
post login,4000,66,6,394,54.40467580778329,0.0,45.83686659179979,161.31421279478835,3603.775
ajax post search,4000,59,6,362,39.73587258306403,0.0,45.840543668847914,189.9427995966032,4243.0
get view hotel,4000,67,5,478,43.899100559550206,0.0,45.843170513672725,132.24680243885666,2954.0
post book hotel,4000,63,7,403,41.386058775117746,0.0,45.84422133590061,310.2543494704993,6930.0
ajax post cc number,4000,61,6,388,40.885679143191446,0.0,45.84632312488538,31.653662548138637,707.0
ajax post cc name,4000,25,3,305,26.877970235864165,0.0,45.850001719375065,32.19350706663152,719.0
post booking details,4000,280,22,907,136.7745818836142,0.0,45.842119739616756,155.29913415696342,3469.0
post confirm booking,4000,41,7,366,35.75817126808221,0.0,45.85998945220243,357.47505736081496,7982.0005
cancel booking,4000,31,6,308,28.108880659633176,0.0,45.86209268728932,320.16130960997157,7148.50025
get logout,4000,74,6,404,43.713928189422646,0.0,45.86367024021097,107.00030098033595,2389.0
TOTAL,44000,72,3,907,87.86895695220109,0.0,503.7033645095188,1898.23482691994,3859.002340909091
