sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,36,2,477,34.18421743036381,0.0,201.05554159336518,264.86711485297815,1349.0
post login,12000,28,2,373,34.839537453476936,0.0,201.05891026070637,501.7224832032036,2555.29
ajax post search,12000,25,1,394,32.803419537090775,0.0,201.06901694006467,547.0864104572645,2786.19
get view hotel,12000,23,1,316,29.85613998258519,0.0,201.05891026070637,449.67100165035856,2290.19
post book hotel,12000,19,2,303,23.205722264699904,0.0,201.05891026070637,1156.3223864436031,5889.19
ajax post cc number,12000,19,1,308,25.607442830676963,0.0,201.06901694006467,64.44222721636702,328.19
ajax post cc name,12000,19,1,325,24.307400784306182,0.0,201.05554159336518,62.474475370696155,318.19
post booking details,12000,21,2,317,26.07276701635039,0.0,201.06564793405047,528.2273392731477,2690.19
post confirm booking,12000,33,2,374,38.18465316502604,0.0,201.06564793405047,1129.2643981853826,5751.19
cancel booking,12000,30,2,317,35.66478473218443,0.0,201.06901694006467,985.3540333188117,5018.19
get logout,12000,24,2,320,29.53484946776153,0.0,201.06227904093294,337.75910330412347,1720.19
TOTAL,132000,25,1,477,31.278419408998378,0.0,2205.7717694634293,6011.041391641462,2790.5454545454545
