sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,500,1,1,8,1.0647422223242584,0.0,27.009507346586,43.890449438202246,1664.0
post login,500,5,4,14,1.564245505027905,0.0,27.009507346586,86.14555761127917,3266.0
ajax post search,500,5,2,118,10.068874018478928,0.0,27.015344715798573,60.20411781391831,2282.0
get view hotel,500,5,3,61,6.785538740586483,0.0,27.016804452369374,62.397209501810124,2365.0
post book hotel,500,15,9,155,15.603504606337642,0.0,27.010966452379666,251.3022240154503,9527.0
ajax post cc number,500,3,1,228,11.055896345389641,0.0,27.038719446247026,31.633189352152282,1198.0
ajax post cc name,500,3,1,93,6.700964408202748,0.0,27.04018171002109,32.18943506300362,1219.0
post booking details,500,5,3,95,4.716715382551718,0.0,27.04895861509332,65.21863166080607,2469.0
post confirm booking,500,37,3,221,35.592854563802554,0.0,27.0138851369604,4.484727024690691,170.0
get confirm booking,500,3,3,11,1.1770114697826863,0.0,27.0226449764903,152.58294263092472,5782.0
cancel booking,500,6,5,27,1.55991794656001,0.0,27.01826434669837,136.22587775586297,5163.0
get logout,500,79,13,268,44.62198937743589,0.0,26.986183074265977,43.87890119009068,1665.0
TOTAL,6000,14,1,268,28.140969540274668,0.0,322.234156820623,964.2374630773362,3064.1666666666665
