sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,2000,16,2,194,12.815061441522628,0.0,70.212392487274,151.23046532166052,2205.5935
post login,2000,22,4,206,16.561585552114266,0.0,70.18036353428312,214.71935804705592,3132.965
ajax post search,2000,21,5,197,16.215790074800548,0.0,70.17543859649122,286.3012266995614,4177.7075
get view hotel,2000,20,3,202,17.856300820718715,0.0,70.18282626241358,198.04123432949083,2889.5135
post book hotel,2000,24,6,205,17.897518256730457,0.0,70.16805248570327,454.08682994991756,6626.7325
ajax post cc number,2000,22,5,197,18.591838471490657,0.0,70.18528916339136,51.04420494323765,744.7325
ajax post cc name,2000,23,5,168,17.440808747016295,0.0,70.18036353428312,45.62631725252649,665.7325
post booking details,2000,24,5,195,18.784769355783954,0.0,70.17790097898171,232.08767330651955,3386.5045
post confirm booking,2000,25,6,206,19.813307138133204,0.0,70.17790097898171,522.2549612486404,7620.477
cancel booking,2000,27,7,205,21.52658109756401,0.0,70.18036353428312,463.0571662923714,6756.456
get logout,2000,25,4,210,22.3497388743135,0.0,70.19760626162648,157.1574617313362,2292.5175
TOTAL,22000,23,2,210,18.55026355156833,0.0,768.1027861182879,2761.6603785524753,3681.721090909091
