sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,6000,15,15,24,1,224,0.0,143.61625736033318,233.40306575829385
post login,6000,36,33,57,4,311,0.0,143.52350197344816,482.96919851094367
ajax post search,6000,18,15,32,2,280,0.0,143.5544071202986,319.93987537683034
get view hotel,6000,18,16,30,2,288,0.0,143.54753815972057,372.63342818436286
post book hotel,6000,91,83,155,8,384,0.0,143.50290593384514,1368.4627699648418
ajax post cc number,6000,15,13,25,1,208,0.0,143.5578418471109,167.6977098038043
ajax post cc name,6000,16,15,24,1,214,0.0,143.5509725578391,170.63360184343375
post booking details,6000,31,30,47,3,293,0.0,143.50633819660368,386.2338555369529
post confirm booking,6000,19,17,33,1,220,0.0,143.5544071202986,23.43834113910422
get confirm booking,6000,17,16,27,2,216,0.0,143.5509725578391,835.6783418965476
cancel booking,6000,34,29,57,4,267,0.0,143.51663597005287,764.8147289927524
get logout,6000,15,14,26,1,280,0.0,143.571582398124,233.47066727883995
TOTAL,72000,27,18,54,1,384,0.0,1713.796058269066,5332.651887407169
