sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,3000,27,2,222,16.565212944266335,0.0,128.64493996569468,169.4746328259005,1349.0
post login,3000,15,2,211,9.34209788478417,0.0,128.62287772251756,320.9153360004716,2554.89
ajax post search,3000,12,1,201,11.194166020248623,0.0,128.64493996569468,350.0285598466981,2786.19
get view hotel,3000,14,1,208,14.750573318424685,0.0,128.63942369538185,287.7038298368423,2290.19
post book hotel,3000,14,2,209,9.932604537022952,0.0,128.63942369538185,739.8261793287165,5889.19
ajax post cc number,3000,12,1,205,9.194500524166003,0.0,128.6504567091213,41.23222010485012,328.19
ajax post cc name,3000,14,1,209,11.684379083013164,0.0,128.63390789812195,39.970725736429124,318.19
post booking details,3000,15,2,209,9.889609609191972,0.0,128.62839257385414,337.9246244318913,2690.19
post confirm booking,3000,16,2,208,9.23513026437635,0.0,128.64493996569468,722.5209885559606,5751.19
cancel booking,3000,14,2,220,10.622857431030504,0.0,128.6504567091213,630.4613626495562,5018.19
get logout,3000,13,2,203,8.663998762439634,0.0,128.6504567091213,216.11643469381193,1720.19
TOTAL,33000,15,1,222,11.915681703269314,0.0,1405.6909183847333,3830.657506602488,2790.509090909091
