sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,27,28,34,2,222,0.0,128.64493996569468,169.4746328259005
post login,3000,15,16,22,2,211,0.0,128.62287772251756,320.9153360004716
ajax post search,3000,12,12,19,1,201,0.0,128.64493996569468,350.0285598466981
get view hotel,3000,14,14,20,1,208,0.0,128.63942369538185,287.7038298368423
post book hotel,3000,14,15,18,2,209,0.0,128.63942369538185,739.8261793287165
ajax post cc number,3000,12,13,17,1,205,0.0,128.6504567091213,41.23222010485012
ajax post cc name,3000,14,15,19,1,209,0.0,128.63390789812195,39.970725736429124
post booking details,3000,15,15,19,2,209,0.0,128.62839257385414,337.9246244318913
post confirm booking,3000,16,16,21,2,208,0.0,128.64493996569468,722.5209885559606
cancel booking,3000,14,14,20,2,220,0.0,128.6504567091213,630.4613626495562
get logout,3000,13,13,20,2,203,0.0,128.6504567091213,216.11643469381193
TOTAL,33000,15,15,26,1,222,0.0,1405.6909183847333,3830.657506602488
