sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,29,15,58,1,3050,0.0,185.54769039512382,359.9952438908423
post login,20000,57,20,170,2,3020,0.0,185.52531492922208,588.4594394555527
ajax post search,20000,59,19,185,2,3015,0.0,185.5167104176909,588.7278416232248
get view hotel,20000,52,18,147,2,3119,0.0,185.5149896111606,483.1230274538995
post book hotel,20000,54,19,153,3,3072,0.0,185.5149896111606,1124.7290466616578
ajax post cc number,20000,35,16,70,2,3083,0.0,185.52015212652475,112.5613720229813
ajax post cc name,20000,33,16,64,1,3070,0.0,185.5184312561453,114.41161706270987
post booking details,20000,34,17,71,2,3077,0.0,185.5149896111606,533.0664254537
post confirm booking,20000,72,24,211,3,3115,0.0,185.5167104176909,1203.623748269477
cancel booking,20000,69,22,212,3,3095,0.0,185.52015212652475,1068.3105763154538
get logout,20000,53,25,123,2,3104,0.0,185.5184312561453,375.49408775949394
TOTAL,220000,50,19,130,1,3119,0.0,2038.056065069572,6543.9710234168015
