sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,105,107,154,4,391,0.0,82.31638301813018,243.65327824995367
post login,8000,106,107,155,6,354,0.0,82.3045267489712,323.1095679012346
ajax post search,8000,14,14,22,2,250,0.0,82.31807704972012,163.99342596903813
get view hotel,8000,93,95,141,3,370,0.0,82.31638301813018,276.56157353875557
post book hotel,8000,107,109,156,7,362,0.0,82.30283327503548,598.5441199448056
ajax post cc number,8000,13,13,20,1,237,0.0,82.3265482536481,35.053673452389525
ajax post cc name,8000,15,15,19,1,245,0.0,82.31723002520964,34.35580738411277
post booking details,8000,110,112,160,5,355,2.5E-4,82.30283327503548,296.2879895089607
post confirm booking,8000,107,109,156,7,397,2.5E-4,82.30368000329214,499.2677865968457
cancel booking,8000,108,110,158,3,359,2.5E-4,82.30622029259861,469.71024593484435
get logout,8000,92,94,141,4,383,0.0,82.3206182278429,255.27212712297157
TOTAL,88000,79,83,147,1,397,6.818181818181818E-5,903.2867319496622,3188.3748886128133
