sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,105,4,391,42.347776858524405,0.0,82.31638301813018,243.65327824995367,3031.0
post login,8000,106,6,354,42.57022987884253,0.0,82.3045267489712,323.1095679012346,4020.0
ajax post search,8000,14,2,250,11.061950183370696,0.0,82.31807704972012,163.99342596903813,2040.00475
get view hotel,8000,93,3,370,42.17849329023471,0.0,82.31638301813018,276.56157353875557,3440.372875
post book hotel,8000,107,7,362,42.61916313390461,0.0,82.30283327503548,598.5441199448056,7446.99975
ajax post cc number,8000,13,1,237,10.146654313122134,0.0,82.3265482536481,35.053673452389525,436.007125
ajax post cc name,8000,15,1,245,10.1048932577242,0.0,82.31723002520964,34.35580738411277,427.37525
post booking details,8000,110,5,355,44.1781423040569,2.5E-4,82.30283327503548,296.2879895089607,3686.3725
post confirm booking,8000,107,7,397,43.093718538059576,2.5E-4,82.30368000329214,499.2677865968457,6211.754
cancel booking,8000,108,3,359,43.73940339099289,2.5E-4,82.30622029259861,469.71024593484435,5843.82675
get logout,8000,92,4,383,42.26217263090454,0.0,82.3206182278429,255.27212712297157,3175.372875
TOTAL,88000,79,1,397,54.61137020959365,6.818181818181818E-5,903.2867319496622,3188.3748886128133,3614.4623522727275
