sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,35,16,83,1,599,0.0,94.47665836059379,204.49959386108387
post login,8000,68,22,205,3,776,0.0,94.45881005514033,300.7563438684425
ajax post search,8000,74,24,229,4,920,0.0,94.44765828837231,385.3318267210134
get view hotel,8000,66,20,208,2,745,0.0,94.45211867908712,266.6173006765133
post book hotel,8000,69,24,208,5,1039,0.0,94.44765828837231,609.9220170404236
ajax post cc number,8000,54,21,148,4,1013,0.0,94.45323384259369,50.80225754297623
ajax post cc name,8000,52,21,141,3,1008,0.0,94.45211867908712,53.56880965979528
post booking details,8000,54,22,146,4,697,0.0,94.44988843106928,312.4513799829695
post confirm booking,8000,103,38,300,5,1168,0.0,94.45211867908712,714.6203024829101
cancel booking,8000,96,33,274,6,1045,0.0,94.45434903243326,634.2947138033225
get logout,8000,66,26,187,3,902,0.0,94.45546424860677,212.38922237325258
TOTAL,88000,67,23,201,1,1168,0.0,1037.319942475894,3739.250709934254
