sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,35,1,599,59.660830512468564,0.0,94.47665836059379,204.49959386108387,2216.50075
post login,8000,68,3,776,100.47597573230816,0.0,94.45881005514033,300.7563438684425,3260.4105
ajax post search,8000,74,4,920,107.49530266452345,0.0,94.44765828837231,385.3318267210134,4177.7615
get view hotel,8000,66,2,745,101.47064333150439,0.0,94.45211867908712,266.6173006765133,2890.524
post book hotel,8000,69,5,1039,100.93204103187142,0.0,94.44765828837231,609.9220170404236,6612.76475
ajax post cc number,8000,54,4,1013,83.529769674874,0.0,94.45323384259369,50.80225754297623,550.76475
ajax post cc name,8000,52,3,1008,80.2180208396935,0.0,94.45211867908712,53.56880965979528,580.76475
post booking details,8000,54,4,697,79.5731263955324,0.0,94.44988843106928,312.4513799829695,3387.512875
post confirm booking,8000,103,5,1168,130.70703362954256,0.0,94.45211867908712,714.6203024829101,7747.536
cancel booking,8000,96,6,1045,125.45743986252619,0.0,94.45434903243326,634.2947138033225,6876.526
get logout,8000,66,3,902,92.01736874090673,0.0,94.45546424860677,212.38922237325258,2302.53025
TOTAL,88000,67,1,1168,100.23248298294132,0.0,1037.319942475894,3739.250709934254,3691.2360113636364
