sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,27,28,34,2,209,0.0,128.4026707755521,169.15547155880842
post login,3000,16,16,21,2,191,0.0,128.38618564642445,320.3247869591732
ajax post search,3000,12,12,20,2,179,0.0,128.4026707755521,349.3693723516949
get view hotel,3000,14,15,19,1,185,0.0,128.38618564642445,287.13745947811015
post book hotel,3000,14,15,19,2,192,0.0,128.38618564642445,738.3697662569007
ajax post cc number,3000,12,13,17,1,184,0.0,128.4081667594059,41.15456664918889
ajax post cc name,3000,14,15,18,1,184,0.0,128.38618564642445,39.89375040120683
post booking details,3000,15,15,19,2,191,0.0,128.3806915439918,337.27387947727664
post confirm booking,3000,16,16,22,3,189,0.0,128.4081667594059,721.191176352566
cancel booking,3000,14,14,21,2,185,0.0,128.4081667594059,629.274002295296
get logout,3000,13,13,20,2,182,0.0,128.4081667594059,215.7094183377563
TOTAL,33000,15,15,27,1,209,0.0,1403.0015730623697,3823.328754092088
