sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,3000,27,2,209,14.51113111450042,0.0,128.4026707755521,169.15547155880842,1349.0
post login,3000,16,2,191,10.46859453582741,0.0,128.38618564642445,320.3247869591732,2554.89
ajax post search,3000,12,2,179,9.976654076169801,0.0,128.4026707755521,349.3693723516949,2786.19
get view hotel,3000,14,1,185,9.078379144367615,0.0,128.38618564642445,287.13745947811015,2290.19
post book hotel,3000,14,2,192,9.759272992048809,0.0,128.38618564642445,738.3697662569007,5889.19
ajax post cc number,3000,12,1,184,8.25430682869387,0.0,128.4081667594059,41.15456664918889,328.19
ajax post cc name,3000,14,1,184,9.206835624807374,0.0,128.38618564642445,39.89375040120683,318.19
post booking details,3000,15,2,191,8.952458873901008,0.0,128.3806915439918,337.27387947727664,2690.19
post confirm booking,3000,16,3,189,9.849399028479972,0.0,128.4081667594059,721.191176352566,5751.19
cancel booking,3000,14,2,185,10.633926754601154,0.0,128.4081667594059,629.274002295296,5018.19
get logout,3000,13,2,182,8.886083476737971,0.0,128.4081667594059,215.7094183377563,1720.19
TOTAL,33000,15,1,209,10.836460701848171,0.0,1403.0015730623697,3823.328754092088,2790.509090909091
