sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,67,2,2455,239.67152839229257,0.0,125.85106784631067,165.79403371550106,1349.0
post login,20000,57,2,2437,227.18786518526358,0.0,125.85502759371481,314.4606836759736,2558.5608
ajax post search,20000,76,1,2469,294.150721162315,0.0,125.85740356176453,342.83420302765717,2789.3649
get view hotel,20000,48,1,3012,206.29292455384285,0.0,125.86373991516783,281.89251964260995,2293.4162
post book hotel,20000,37,2,2403,178.43658931171458,0.0,125.86770046004645,724.2545485440254,5892.192
ajax post cc number,20000,53,1,2432,243.10786695372488,0.0,125.87086907541553,40.702435168635496,331.1274
ajax post cc name,20000,43,1,2433,203.0898876335304,0.0,125.86770046004645,39.48052457920855,321.19485
post booking details,20000,43,2,2456,196.98209672124392,0.0,125.86849259893262,331.04321920863333,2693.1939
post confirm booking,20000,63,2,2504,227.3480404995829,0.0,125.86770046004645,707.2909750498751,5754.1844
cancel booking,20000,71,2,2487,269.24634211658287,0.0,125.87086907541553,617.2435887476163,5021.4751
get logout,20000,65,2,2431,259.6902284237703,0.0,125.870076906617,211.8009761027792,1723.0799
TOTAL,220000,57,1,3012,234.01870219498224,0.0,1383.134560131775,3773.0188574385134,2793.3444954545453
