sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,34,16,70,1,833,0.0,172.41565103072233,334.5185330829265
post login,16000,67,21,208,2,3079,0.0,172.3952160327551,546.735402384576
ajax post search,16000,69,21,218,2,1551,0.0,172.39707355967633,547.0246899883093
get view hotel,16000,62,19,188,2,1287,0.0,172.3952160327551,448.8891956685702
post book hotel,16000,62,21,181,3,1109,0.0,172.3915010989958,1045.1368488012056
ajax post cc number,16000,40,18,92,2,826,0.0,172.39707355967633,104.55557372870626
ajax post cc name,16000,40,18,89,1,959,0.0,172.3896436921552,106.23955813706054
post booking details,16000,40,19,88,3,818,0.0,172.3915010989958,495.3120328257661
post confirm booking,16000,90,26,280,3,1477,0.0,172.3952160327551,1118.4060618636192
cancel booking,16000,83,24,261,3,1354,0.0,172.40450406766877,992.7059762405042
get logout,16000,61,24,165,2,1044,0.0,172.39893112662702,348.86003311271656
TOTAL,176000,59,20,166,1,3079,0.0,1893.3892743800764,6078.815742916599
