sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,34,1,833,64.53749273917134,0.0,172.41565103072233,334.5185330829265,1986.7510625
post login,16000,67,2,3079,119.18762355630723,0.0,172.3952160327551,546.735402384576,3247.5208125
ajax post search,16000,69,2,1551,119.92515805466967,0.0,172.39707355967633,547.0246899883093,3249.204125
get view hotel,16000,62,2,1287,112.41715690688562,0.0,172.3952160327551,448.8891956685702,2666.33
post book hotel,16000,62,3,1109,109.56271205610896,0.0,172.3915010989958,1045.1368488012056,6208.0794375
ajax post cc number,16000,40,2,826,70.69687777936166,0.0,172.39707355967633,104.55557372870626,621.0366875
ajax post cc name,16000,40,1,959,72.16805221730627,0.0,172.3896436921552,106.23955813706054,631.066375
post booking details,16000,40,3,818,66.88649308293562,0.0,172.3915010989958,495.3120328257661,2942.137625
post confirm booking,16000,90,3,1477,144.63730766904507,0.0,172.3952160327551,1118.4060618636192,6643.1530625
cancel booking,16000,83,3,1354,137.0941823642031,0.0,172.40450406766877,992.7059762405042,5896.197
get logout,16000,61,2,1044,97.10027161103875,0.0,172.39893112662702,348.86003311271656,2072.128125
TOTAL,176000,59,1,3079,106.45397943106411,0.0,1893.3892743800764,6078.815742916599,3287.6003920454546
