sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,20,14,37,1,498,0.0,149.2955118036764,242.95320445903704
post login,16000,45,32,90,4,541,0.0,149.25651597977574,516.3233280938077
ajax post search,16000,24,16,50,2,512,0.0,149.2676555648848,332.99046596580837
get view hotel,16000,26,18,51,2,601,0.0,149.26347802561736,387.7943690061385
post book hotel,16000,457,467,734,8,1385,0.0,149.2412017647772,1423.1839211260249
ajax post cc number,16000,19,14,36,1,492,0.0,149.2662630258137,196.92919283685197
ajax post cc name,16000,19,14,34,1,526,0.0,149.26347802561736,200.33454551603182
post booking details,16000,39,30,70,3,535,0.0,149.24398593375432,401.8219425970319
post confirm booking,16000,23,15,45,1,488,0.0,149.2690481299387,22.75523002885091
get confirm booking,16000,22,16,40,2,525,0.0,149.26347802561736,883.4019923467484
cancel booking,16000,50,34,105,4,576,0.0,149.24816238200066,809.4963807320623
get logout,16000,20,14,38,1,525,0.0,149.27044072097624,243.02736488692764
TOTAL,192000,64,20,122,1,1385,0.0,1787.6595625820507,5650.237407169143
