sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,20,1,498,29.147506317476694,0.0,149.2955118036764,242.95320445903704,1666.386875
post login,16000,45,4,541,46.61451423041432,0.0,149.25651597977574,516.3233280938077,3542.325
ajax post search,16000,24,2,512,34.79114319676058,0.0,149.2676555648848,332.99046596580837,2284.367875
get view hotel,16000,26,2,601,31.682841992391463,0.0,149.26347802561736,387.7943690061385,2660.405875
post book hotel,16000,457,8,1385,226.25919190304973,0.0,149.2412017647772,1423.1839211260249,9765.0
ajax post cc number,16000,19,1,492,26.695138239188328,0.0,149.2662630258137,196.92919283685197,1350.978375
ajax post cc name,16000,19,1,526,26.029752075449643,0.0,149.26347802561736,200.33454551603182,1374.3655
post booking details,16000,39,3,535,38.18335348677606,0.0,149.24398593375432,401.8219425970319,2757.0
post confirm booking,16000,23,1,488,32.61309336730226,0.0,149.2690481299387,22.75523002885091,156.1030625
get confirm booking,16000,22,2,525,29.923052567168007,0.0,149.26347802561736,883.4019923467484,6060.448625
cancel booking,16000,50,4,576,50.49678226119338,0.0,149.24816238200066,809.4963807320623,5554.0
get logout,16000,20,1,525,30.270137160812055,0.0,149.27044072097624,243.02736488692764,1667.1755
TOTAL,192000,64,1,1385,139.949442604874,0.0,1787.6595625820507,5650.237407169143,3236.546390625
