sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,23,15,45,1,612,0.0,142.95797928896275,232.66878814074212
post login,16000,59,35,132,4,764,0.0,142.92988395880047,481.03792220147756
ajax post search,16000,30,16,70,2,571,0.0,142.9426531943216,318.9204231688823
get view hotel,16000,30,18,66,2,591,0.0,142.93754522633267,371.40484679719395
post book hotel,16000,499,511,834,8,1604,0.0,142.92222351249228,1362.9253052729368
ajax post cc number,16000,21,14,39,1,605,0.0,142.9426531943216,167.24512899178526
ajax post cc name,16000,21,15,37,1,552,0.0,142.94137616809908,170.26141311509463
post booking details,16000,44,31,83,3,590,0.0,142.9235001965198,384.6652017007897
post confirm booking,16000,32,17,78,1,561,0.0,142.94648440989906,23.665818270905923
get confirm booking,16000,26,17,52,2,560,0.0,142.94137616809908,832.4690777601087
cancel booking,16000,64,38,149,5,673,0.0,142.92733038545717,761.6742596810934
get logout,16000,23,14,47,1,548,0.0,142.94648440989906,232.76248966988294
TOTAL,192000,73,21,161,1,1604,0.0,1711.931808049646,5329.539471814425
